"","path_treat","lsmean","SE","df","lower.CL","upper.CL","plantsp","biomass"
"107","23",0.0105637783914669,0.00382648540465283,148.907795411262,0.00325530811557359,0.018389546409708,"IW","above"
"108","29",0.0114428177742671,0.00711791746157341,148.999973298282,-0.00177090000770599,0.0264340367003546,"IW","above"
"109","35",0.00750397424050916,0.00959835866242966,148.312349595531,-0.009884224346003,0.0282472951448369,"IW","above"
"110","45",0.0169299792400927,0.00527904486674776,148.98348211891,0.00695027639006182,0.027840904264919,"IW","above"
"111","47",0.0111286371246738,0.00455524139312247,147.830747494744,0.00248177736090011,0.0205050722890679,"IW","above"
"112","48",0.00751212040629798,0.00448096482015703,141.892960309713,-0.000990861538744073,0.0167453450651073,"IW","above"
"113","49",0.0105163848032548,0.00579334859484874,148.839498047754,-0.000358490645669327,0.0225781442806922,"IW","above"
"114","51",0.00924974119606722,0.00500969066526108,129.778361318969,-0.00022520630961019,0.0196244613488715,"IW","above"
"115","53",0.00808556220583016,0.00434114397121593,148.880618137406,-0.000161076233172672,0.0170133682994691,"IW","above"
"116","55",0.0122146084660694,0.00483709949993983,122.341653367595,0.0030365059714596,0.0222102616395125,"IW","above"
"117","56",0.0112637629550624,0.00529269796218519,102.700110338364,0.00124654695433613,0.0222720706959393,"IW","above"
"118","57",0.0146803284807911,0.00329558682587946,148.99971705043,0.00834965021779988,0.0213808970681991,"IW","above"
"119","58",0.0115924893776965,0.00318745721446822,148.999731756791,0.00546848184801234,0.0180720862509124,"IW","above"
"120","59",0.0161570462978899,0.00314171844965706,143.557875852343,0.0101101228302713,0.0225360489829625,"IW","above"
"121","64",0.0130912465004421,0.00386637773574931,148.942230273831,0.00570356109087353,0.0209952616830808,"IW","above"
"122","73",0.0140318008902231,0.00521852138612255,126.76831859932,0.00415889766415882,0.0248405264060501,"IW","above"
"123","74",0.0108744002986383,0.00578550669166322,148.993639338707,1.18014739687172e-05,0.0229168204192619,"IW","above"
"124","76",0.0100323396109284,0.00496792790703794,148.932946397184,0.000640783082911878,0.0203002936720034,"IW","above"
"125","83",0.0126107184033681,0.00385827709035233,148.901572384413,0.00523902793374716,0.0204987745354893,"IW","above"
"126","85",0.0103897620667657,0.00447032801313397,148.968726562447,0.00190050643471541,0.0195862512907556,"IW","above"
"127","87",0.0102664545908213,0.00382871730633643,145.138808728521,0.00295302945588741,0.0180994000107528,"IW","above"
"128","92",0.00999264757774929,0.0040846355447842,148.910758357896,0.00221034151334443,0.0183674992376717,"IW","above"
